연도,회차,추첨일자,1등 당첨게임 수,1등 1게임당 당첨금액,2등 당첨게임 수,2등 1게임당 당첨금액,3등 당첨게임 수,3등 1게임당 당첨금액,4등 당첨게임 수,4등 1게임당 당첨금액,5등 당첨게임 수,5등 1게임당 당첨금액,1,2,3,4,5,6,보너스,총판매금액,이월여부
2010,377 ,2010.2.20,3,"3,912,085,400",22,"88,911,032","1,198","1,632,757","58,733","66,608","1,009,758","5,000",6,22,29,37,43,45,23,49218434000 ,0
2010,376 ,2010.2.13,6,"1,956,915,800",51,"38,370,899","1,411","1,386,900","69,450","56,355","1,151,878","5,000",1,11,13,24,28,40,7,50657096000 ,0
2010,375 ,2010.2.6,7,"1,581,284,058",42,"43,924,558","1,279","1,442,402","64,951","56,807","1,096,831","5,000",4,8,19,25,27,45,7,47864938000 ,0
2010,374 ,2010.1.30,2,"5,528,717,850",27,"68,255,776","1,398","1,318,245","69,786","52,816","1,122,320","5,000",11,13,15,17,25,34,26,48081319000 ,0
2010,373 ,2010.1.23,4,"2,791,801,125",29,"64,179,337","1,117","1,666,250","57,659","64,559","987,105","5,000",15,26,37,42,43,45,9,47095065000 ,0
2010,372 ,2010.1.16,9,"1,192,593,200",37,"48,348,373","1,368","1,307,668","62,564","57,186","1,038,927","5,000",8,11,14,16,18,21,13,46167066000 ,0
2010,371 ,2010.1.9,7,"1,524,130,543",29,"61,315,597","1,201","1,480,560","62,102","57,266","1,028,012","5,000",7,9,15,26,27,42,18,45843166000 ,0
2010,370 ,2010.1.2,7,"1,678,941,943",32,"61,211,425","1,168","1,677,026","60,549","64,701","1,058,734","5,000",16,18,24,42,44,45,17,49762652000 ,0
2009,369 ,2009.12.26,6,"1,842,177,750",31,"59,425,089","1,157","1,592,203","59,383","62,044","987,272","5,000",17,20,35,36,41,43,21,46716275000 ,0
2009,368 ,2009.12.19,7,"1,465,825,115",38,"45,003,403","1,195","1,431,071","57,581","59,400","954,346","5,000",11,21,24,30,39,45,26,43746046000 ,0
2009,367 ,2009.12.12,7,"1,581,736,586",37,"49,874,578","1,049","1,759,161","55,158","66,912","955,212","5,000",3,22,25,29,32,44,19,46459307000 ,0
2009,366 ,2009.12.5,2,"5,351,553,900",39,"45,739,777","1,617","1,103,186","71,467","49,921","1,028,514","5,000",5,12,19,26,27,44,38,45962166000 ,0
2009,365 ,2009.11.28,1,"10,697,716,800",35,"50,941,509","1,181","1,509,698","62,472","57,081","1,014,701","5,000",5,15,21,25,26,30,31,45806066000 ,0
2009,364 ,2009.11.21,4,"2,531,914,800",37,"45,620,087","1,259","1,340,702","63,195","53,421","1,043,314","5,000",2,5,7,14,16,40,4,44192004000 ,0
2009,363 ,2009.11.14,4,"2,615,910,600",33,"52,846,679","1,216","1,434,162","59,672","58,451","998,514","5,000",11,12,14,21,32,38,6,44863948000 ,0
2009,362 ,2009.11.7,6,"1,729,424,650",26,"66,516,333","1,173","1,474,361","56,798","60,898","974,787","5,000",2,3,22,27,30,40,29,44336363000 ,0
2009,361 ,2009.10.31,7,"1,473,115,115",34,"50,548,068","1,463","1,174,733","67,347","51,039","1,068,999","5,000",5,10,16,24,27,35,33,45062676000 ,0
2009,360 ,2009.10.24,3,"3,566,716,200",33,"54,041,155","1,208","1,476,290","60,311","59,139","1,005,187","5,000",4,16,23,25,35,40,27,45719032000 ,0
2009,359 ,2009.10.17,8,"1,286,712,600",37,"46,368,022","1,656","1,036,001","73,283","46,822","1,097,592","5,000",1,10,19,20,24,40,23,45288256000 ,0
2009,358 ,2009.10.10,3,"3,472,654,900",44,"39,461,988","1,382","1,256,388","68,247","50,884","1,092,528","5,000",1,9,10,12,21,40,37,45651829000 ,0
2009,357 ,2009.10.3,2,"5,313,394,350",27,"65,597,462","1,116","1,587,036","56,547","62,643","980,978","5,000",10,14,18,21,36,37,5,45232409000 ,0
2009,356 ,2009.9.26,9,"1,157,185,267",37,"46,912,917","1,263","1,374,330","61,162","56,761","996,940","5,000",2,8,14,25,29,45,24,44684958000 ,0
2009,355 ,2009.9.19,5,"2,145,424,800",24,"74,493,917","1,094","1,634,236","54,130","66,058","925,997","5,000",5,8,29,30,35,44,38,45017050000 ,0
2009,354 ,2009.9.12,5,"2,124,464,340",34,"52,070,205","1,014","1,745,944","54,318","65,187","930,195","5,000",14,19,36,43,44,45,1,44709689000 ,0
2009,353 ,2009.9.5,2,"5,290,838,250",29,"60,814,233","1,042","1,692,527","54,217","65,058","928,067","5,000",11,16,19,22,29,36,26,44552925000 ,0
2009,352 ,2009.8.29,6,"1,732,858,250",29,"59,753,733","1,166","1,486,157","58,931","58,810","1,006,238","5,000",5,16,17,20,26,41,24,44719545000 ,0
2009,351 ,2009.8.22,4,"2,583,357,150",29,"59,387,521","1,137","1,514,722","55,472","62,094","950,273","5,000",5,25,27,29,34,36,33,43947492000 ,0
2009,350 ,2009.8.15,9,"1,101,052,467",23,"71,807,770","1,197","1,379,765","57,420","57,527","964,952","5,000",1,8,18,24,29,33,35,42681094000 ,0
2009,349 ,2009.8.8,3,"3,353,209,000",37,"45,313,636","1,168","1,435,450","59,338","56,511","990,178","5,000",5,13,14,20,24,25,36,43433870000 ,0
2009,348 ,2009.8.1,3,"3,299,994,000",37,"44,594,514","1,222","1,350,244","65,694","50,233","978,637","5,000",3,14,17,20,24,31,34,42786310000 ,0
2009,347 ,2009.7.25,7,"1,456,624,286",38,"44,720,922","1,399","1,214,722","63,761","53,306","1,023,184","5,000",3,8,13,27,32,42,10,44219740000 ,0
2009,346 ,2009.7.18,5,"2,017,727,340",26,"64,670,749","1,146","1,467,225","54,509","61,695","923,360","5,000",5,13,14,22,44,45,33,42862389000 ,0
2009,345 ,2009.7.11,2,"5,203,577,550",38,"45,645,418","1,028","1,687,282","50,722","68,394","884,042","5,000",15,20,23,29,39,42,2,43530937000 ,0
2009,344 ,2009.7.4,7,"1,467,106,543",23,"74,418,448","1,106","1,547,581","56,496","60,593","960,640","5,000",1,2,15,28,34,45,38,43838886000 ,0
2009,343 ,2009.6.27,6,"1,717,153,000",29,"59,212,173","1,096","1,566,746","53,794","63,842","931,340","5,000",1,10,17,29,31,43,15,43656460000 ,0
2009,342 ,2009.6.20,3,"3,454,095,800",29,"59,553,376","1,177","1,467,331","56,149","61,517","924,123","5,000",1,13,14,33,34,43,25,43782188000 ,0
2009,341 ,2009.6.13,7,"1,497,207,772",33,"52,931,588","1,235","1,414,367","58,756","59,458","978,760","5,000",1,8,19,34,39,43,41,44722448000 ,0
2009,340 ,2009.6.6,7,"1,439,393,186",35,"47,979,773","1,125","1,492,705","56,209","59,752","930,628","5,000",18,24,26,29,34,38,32,42892121000 ,0
2009,339 ,2009.5.30,9,"1,096,778,334",32,"51,411,485","1,107","1,486,150","54,545","60,324","913,229","5,000",6,8,14,21,30,37,45,42035640000 ,0
2009,338 ,2009.5.23,3,"3,383,431,000",39,"43,377,321","1,123","1,506,426","54,492","62,091","930,171","5,000",2,13,34,38,42,45,16,43136020000 ,0
2009,337 ,2009.5.16,8,"1,257,500,513",33,"50,808,102","1,194","1,404,245","59,392","56,462","989,912","5,000",1,5,14,18,32,37,4,43432467000 ,0
2009,336 ,2009.5.9,6,"1,685,632,650",30,"56,187,755",989,"1,704,381","54,887","61,422","935,668","5,000",3,5,20,34,35,44,16,43069333000 ,0
2009,335 ,2009.5.2,5,"2,037,492,480",28,"60,639,658","1,222","1,389,453","60,578","56,057","1,001,927","5,000",5,9,16,23,26,45,21,43977478000 ,0
2009,334 ,2009.4.25,7,"1,523,002,972",31,"57,317,317","1,055","1,684,206","52,311","67,934","890,292","5,000",13,15,21,29,39,43,33,44439656000 ,0
2009,333 ,2009.4.18,7,"1,550,987,143",36,"50,263,473","1,365","1,325,631","59,991","60,326","982,937","5,000",5,14,27,30,39,43,35,46019070000 ,0
2009,332 ,2009.4.11,8,"1,359,448,388",37,"48,989,132","1,098","1,650,818","59,833","60,589","979,060","5,000",16,17,34,36,42,45,3,46042557000 ,0
2009,331 ,2009.4.4,5,"2,165,902,620",45,"40,109,308","1,365","1,322,285","64,617","55,866","1,054,309","5,000",4,9,14,26,31,44,39,46641467000 ,0
2009,330 ,2009.3.28,9,"1,162,280,200",32,"54,481,885","1,431","1,218,324","69,225","50,370","1,099,109","5,000",3,4,16,17,19,20,23,45859496000 ,0
2009,329 ,2009.3.21,6,"1,830,391,200",33,"55,466,400","1,215","1,506,495","62,711","58,376","1,059,068","5,000",9,17,19,30,35,42,4,47198504000 ,0
2009,328 ,2009.3.14,6,"1,819,795,900",30,"60,659,864","1,380","1,318,693","66,590","54,657","1,092,107","5,000",1,6,9,16,17,28,24,47316988000 ,0
2009,327 ,2009.3.7,12,"882,674,750",39,"45,265,372","1,242","1,421,377","63,599","55,515","1,048,457","5,000",6,12,13,17,32,44,24,45791560000 ,0
2009,326 ,2009.2.28,6,"1,832,134,550",31,"59,101,115","1,335","1,372,386","64,087","57,177","1,058,186","5,000",16,23,25,33,36,39,40,47224551000 ,0
2009,325 ,2009.2.21,6,"1,806,122,450",33,"54,730,984","1,258","1,435,710","62,629","57,677","1,051,453","5,000",7,17,20,32,44,45,33,46636979000 ,0
2009,324 ,2009.2.14,6,"1,865,130,350",40,"46,628,259","1,228","1,518,836","62,473","59,710","1,068,571","5,000",2,4,21,25,33,36,17,47988317000 ,0
2009,323 ,2009.2.7,8,"1,461,025,388",27,"72,149,402","1,175","1,657,902","60,796","64,085","1,024,880","5,000",10,14,15,32,36,42,3,49209477000 ,0
2009,322 ,2009.1.31,6,"1,904,544,700",29,"65,673,956","1,465","1,300,031","67,829","56,158","1,085,740","5,000",9,18,29,32,38,43,20,48948294000 ,0
2009,321 ,2009.1.24,6,"1,959,136,100",35,"55,975,318","1,276","1,535,374","68,791","56,960","1,143,526","5,000",12,18,20,21,25,34,42,50617982000 ,0
2009,320 ,2009.1.17,2,"5,513,067,900",25,"73,507,572","1,081","1,699,991","57,061","64,412","990,610","5,000",16,19,23,25,41,45,3,46659886000 ,0
2009,319 ,2009.1.10,5,"2,135,659,380",26,"68,450,622","1,151","1,546,235","59,490","59,833","984,086","5,000",5,8,22,28,33,42,37,45435183000 ,0
2009,318 ,2009.1.3,9,"1,207,436,600",28,"64,684,104","1,381","1,311,481","64,077","56,531","1,044,063","5,000",2,17,19,20,34,45,21,46663728000 ,0
2008,317 ,2008.12.27,4,"2,576,258,550",25,"68,700,228","1,132","1,517,232","57,565","59,672","978,500","5,000",3,10,11,22,36,39,8,44135114000 ,0
2008,316 ,2008.12.20,6,"1,673,586,400",29,"57,709,876","1,398","1,197,130","68,356","48,967","1,060,204","5,000",10,11,21,27,31,39,43,44073768000 ,0
2008,315 ,2008.12.13,8,"1,308,728,625",32,"54,530,360","1,063","1,641,554","56,207","62,091","943,975","5,000",1,13,33,35,43,45,23,44339180000 ,0
2008,314 ,2008.12.6,6,"1,660,512,200",24,"69,188,009","1,067","1,556,244","54,892","60,502","911,785","5,000",15,17,19,34,38,41,2,42328094000 ,0
2008,313 ,2008.11.29,6,"1,715,422,800",26,"65,977,800","1,120","1,531,628","55,743","61,548","936,364","5,000",9,17,34,35,43,45,2,43672096000 ,0
2008,312 ,2008.11.22,15,"629,017,820",58,"27,112,838","2,064","761,892","91,934","34,211","1,080,450","5,000",2,3,5,6,12,20,25,42255391000 ,0
2008,311 ,2008.11.15,8,"1,237,691,063",43,"38,378,018","1,363","1,210,752","64,780","50,950","1,020,412","5,000",4,12,24,27,28,32,10,43209215000 ,0
2008,310 ,2008.11.8,8,"1,296,713,325",29,"59,619,004","1,086","1,592,036","53,956","64,088","913,906","5,000",1,5,19,28,34,41,16,43718082000 ,0
2008,309 ,2008.11.1,11,"901,622,946",25,"66,119,016","1,390","1,189,191","69,125","47,826","1,109,802","5,000",1,2,5,11,18,36,22,44157528000 ,0
2008,308 ,2008.10.25,1,"10,232,872,800",27,"63,165,882",978,"1,743,844","53,749","63,461","922,984","5,000",14,15,17,19,37,45,40,43339416000 ,0
2008,307 ,2008.10.18,4,"2,587,643,250",28,"61,610,554","1,177","1,465,672","59,400","58,085","937,908","5,000",5,15,21,23,25,45,12,43880990000 ,0
2008,306 ,2008.10.11,5,"2,102,669,520",23,"76,183,679","1,219","1,437,428","56,687","61,822","937,697","5,000",4,18,23,30,34,41,19,44421462000 ,0
2008,305 ,2008.10.4,5,"2,008,210,140",34,"49,220,837","1,377","1,215,330","66,162","50,589","1,049,049","5,000",7,8,18,21,23,39,9,43960659000 ,0
2008,304 ,2008.9.27,6,"1,661,646,150",37,"44,909,356","1,426","1,165,250","62,096","53,519","992,573","5,000",4,10,16,26,33,41,38,43158653000 ,0
2008,303 ,2008.9.20,6,"1,672,749,000",29,"57,681,000","1,158","1,444,516","56,266","59,459","938,678","5,000",2,14,17,30,38,45,43,42841760000 ,0
2008,302 ,2008.9.13,2,"5,472,167,250",44,"41,455,813","1,134","1,608,515","59,455","61,360","990,149","5,000",13,19,20,32,38,42,4,46382605000 ,0
2008,301 ,2008.9.6,7,"1,447,385,015",47,"35,927,997","1,271","1,328,573","65,756","51,361","1,060,486","5,000",7,11,13,33,37,43,26,44377177000 ,0
2008,300 ,2008.8.30,12,"836,092,425",34,"49,181,908","1,416","1,180,922","70,193","47,646","1,102,135","5,000",7,9,10,12,26,38,39,44465047000 ,0
2008,299 ,2008.8.23,7,"1,483,772,529",29,"59,691,999","1,118","1,548,362","58,114","59,575","984,255","5,000",1,3,20,25,36,45,24,44463909000 ,0
2008,298 ,2008.8.16,1,"9,909,778,500",40,"41,290,744","1,353","1,220,717","63,561","51,970","1,011,908","5,000",5,9,27,29,37,40,19,43151675000 ,0
2008,297 ,2008.8.9,2,"5,056,668,750",28,"60,198,438","1,275","1,322,005","61,258","55,032","993,035","5,000",6,11,19,20,28,32,34,43641475000 ,0
2008,296 ,2008.8.2,8,"3,066,088,275",53,"46,243,415","2,066","1,186,303","89,945","54,498","1,435,988","5,000",3,8,15,27,30,45,44,63377899000 ,1
2008,295 ,2008.7.26,0,0,26,"62,969,875","1,013","1,616,207","55,376","59,131","950,380","5,000",1,4,12,16,18,38,8,42248135000 ,0
2008,294 ,2008.7.19,4,"2,406,504,975",26,"61,705,256","1,137","1,411,027","56,795","56,496","947,708","5,000",6,10,17,30,37,38,40,41563813000 ,0
2008,293 ,2008.7.12,6,"1,656,764,400",21,"78,893,543","1,154","1,435,672","61,059","54,268","926,442","5,000",1,9,17,21,29,33,24,42399708000 ,0
2008,292 ,2008.7.5,14,"720,373,950",37,"45,428,988","1,688","995,778","66,893","50,256","977,718","5,000",17,18,31,32,33,34,10,43394631000 ,0
2008,291 ,2008.6.28,7,"1,450,585,200",39,"43,393,575","1,227","1,379,258","62,513","54,144","1,029,643","5,000",3,7,8,18,20,42,45,44143418000 ,0
2008,290 ,2008.6.21,13,"2,149,214,424",61,"51,251,650","2,297","1,361,059","106,752","58,573","1,783,529","5,000",8,13,18,32,39,45,7,80362302000 ,1
2008,289 ,2008.6.14,0,0,24,"63,761,694","1,019","1,501,748","52,281","58,541","880,103","5,000",3,14,33,37,38,42,10,39406643000 ,0
2008,288 ,2008.6.7,4,"2,357,261,550",24,"65,479,488","1,056","1,488,171","50,246","62,553","853,998","5,000",1,12,17,28,35,41,10,39970134000 ,0
2008,287 ,2008.5.31,7,"1,328,657,100",37,"41,894,594","1,330","1,165,489","60,597","51,161","962,149","5,000",6,12,24,27,35,37,41,40623489000 ,0
2008,286 ,2008.5.24,3,"3,236,566,300",27,"59,936,413","1,033","1,566,586","48,857","66,246","857,882","5,000",1,15,19,40,42,44,17,40944483000 ,0
2008,285 ,2008.5.17,3,"3,164,370,100",26,"60,853,272","1,017","1,555,738","51,283","61,705","872,117","5,000",13,33,37,40,41,45,2,40364871000 ,0
2008,284 ,2008.5.10,3,"3,117,640,300",14,"111,344,297",955,"1,632,273","50,537","61,691","859,700","5,000",2,7,15,24,30,45,28,39773403000 ,0
2008,283 ,2008.5.3,3,"3,137,224,600",24,"65,358,846","1,061","1,478,429","52,989","59,206","876,107","5,000",6,8,18,31,38,45,42,40133316000 ,0
2008,282 ,2008.4.26,7,"1,322,052,643",32,"48,199,836","1,523","1,012,735","66,297","46,530","1,020,328","5,000",2,5,10,18,31,32,30,41051175000 ,0
2008,281 ,2008.4.19,6,"1,554,683,200",37,"42,018,465","1,491","1,042,712","74,543","41,713","970,685","5,000",1,3,4,6,14,41,12,40800514000 ,0
2008,280 ,2008.4.12,7,"1,355,258,529",27,"58,560,554","1,145","1,380,904","53,915","58,653","905,130","5,000",10,11,23,24,36,37,35,40673999000 ,0
2008,279 ,2008.4.5,5,"1,914,205,320",27,"59,080,412","1,088","1,466,150","55,421","57,566","922,712","5,000",7,16,31,36,37,38,11,41130542000 ,0
2008,278 ,2008.3.29,3,"3,186,530,000",27,"59,009,815","1,089","1,463,054","55,643","57,268","922,288","5,000",3,11,37,39,41,43,13,41088180000 ,0
2008,277 ,2008.3.22,3,"3,272,627,800",31,"52,784,320","1,104","1,482,169","55,271","59,211","914,243","5,000",10,12,13,15,25,29,20,41868708000 ,0
2008,276 ,2008.3.15,3,"3,312,569,000",31,"53,428,533","1,161","1,426,602","59,894","55,308","944,192","5,000",4,15,21,33,39,41,25,42567610000 ,0
2008,275 ,2008.3.8,1,"10,044,066,900",19,"88,105,850",991,"1,689,215","51,657","64,813","884,959","5,000",14,19,20,35,38,40,26,42329813000 ,0
2008,274 ,2008.3.1,4,"2,505,085,575",37,"45,136,678","1,254","1,331,784","57,315","58,277","923,057","5,000",13,14,15,26,35,39,25,42631711000 ,0
2008,273 ,2008.2.23,3,"3,339,543,100",21,"79,512,931","1,096","1,523,515","56,192","59,431","942,078","5,000",1,8,24,31,34,44,6,42816211000 ,0
2008,272 ,2008.2.16,9,"1,104,622,800",39,"42,485,493","1,370","1,209,442","63,219","52,419","1,017,199","5,000",7,9,12,27,39,43,28,43310674000 ,0
2008,271 ,2008.2.9,6,"1,565,918,150",28,"55,925,649","1,256","1,246,751","59,418","52,709","956,127","5,000",3,8,9,27,29,40,36,40879633000 ,0
2008,270 ,2008.2.2,5,"1,927,830,060",32,"50,203,908","1,242","1,293,499","59,807","53,724","971,485","5,000",5,9,12,20,21,26,27,41845351000 ,0
2008,269 ,2008.1.26,5,"1,961,399,940",22,"74,295,453","1,014","1,611,933","50,514","64,715","866,762","5,000",5,18,20,36,42,43,32,41357619000 ,0
2008,268 ,2008.1.19,7,"1,350,954,515",35,"45,031,818","1,362","1,157,206","61,857","50,960","969,153","5,000",3,10,19,24,32,45,12,41213802000 ,0
2008,267 ,2008.1.12,3,"3,257,663,300",28,"58,172,559","1,141","1,427,548","55,101","59,122","925,922","5,000",7,8,24,34,36,41,1,41835853000 ,0
2008,266 ,2008.1.5,3,"3,207,211,700",36,"44,544,607","1,194","1,343,054","58,820","54,526","986,495","5,000",3,4,9,11,22,42,37,41937067000 ,0
2007,265 ,2007.12.29,8,"1,200,838,575",19,"84,269,374","1,010","1,585,266","52,966","60,459","889,156","5,000",5,9,34,37,38,39,12,40913922000 ,0
2007,264 ,2007.12.22,7,"1,344,889,200",27,"58,112,497","1,047","1,498,604","50,096","62,642","840,243","5,000",9,16,27,36,41,44,5,39783178000 ,0
2007,263 ,2007.12.15,6,"1,551,704,900",27,"57,470,552",937,"1,656,036","50,490","61,466","864,303","5,000",1,27,28,32,37,40,18,39677128000 ,0
2007,262 ,2007.12.8,2,"4,518,741,600",21,"71,726,058","1,106","1,361,888","54,807","54,966","910,729","5,000",9,12,24,25,29,31,36,39232234000 ,0
2007,261 ,2007.12.1,3,"3,192,299,100",32,"49,879,674","1,104","1,445,788","56,285","56,717","929,205","5,000",6,11,16,18,31,43,2,41215041000 ,0
2007,260 ,2007.11.24,4,"2,310,085,575",26,"59,232,964","1,284","1,199,422","58,258","52,871","933,907","5,000",7,12,15,24,37,40,43,40140211000 ,0
2007,259 ,2007.11.17,2,"4,838,533,500",25,"64,513,780","1,030","1,565,869","50,402","64,000","864,868","5,000",4,5,14,35,42,45,34,40905570000 ,0
2007,258 ,2007.11.10,4,"2,426,434,350",28,"57,772,247","1,724","938,297","54,638","59,213","901,197","5,000",14,27,30,31,38,40,17,41364428000 ,0
2007,257 ,2007.11.3,4,"2,391,377,025",18,"88,569,520","1,233","1,292,986","57,977","54,996","954,861","5,000",6,13,27,31,32,37,4,41433637000 ,0
2007,256 ,2007.10.27,2,"4,891,017,000",34,"47,951,148","1,192","1,367,735","56,975","57,230","938,980","5,000",4,11,14,21,23,43,32,41996580000 ,0
2007,255 ,2007.10.20,6,"1,598,618,550",13,"122,970,658","1,054","1,516,716","55,422","57,689","945,297","5,000",1,5,6,24,27,42,32,41425341000 ,0
2007,254 ,2007.10.13,1,"9,741,015,900",33,"49,197,050","1,225","1,325,309","59,196","54,852","978,906","5,000",1,5,19,20,24,30,27,42259113000 ,0
2007,253 ,2007.10.6,4,"2,466,189,525",20,"82,206,318","1,169","1,406,439","57,084","57,604","942,682","5,000",8,19,25,31,34,36,33,42309347000 ,0
2007,252 ,2007.9.29,7,"1,391,089,715",24,"67,622,417","1,087","1,493,044","51,895","62,547","874,916","5,000",14,23,26,31,39,45,28,41207920000 ,0
2007,251 ,2007.9.22,8,"1,282,616,400",40,"42,753,880","1,242","1,376,937","62,015","55,153","1,028,991","5,000",6,7,19,25,28,38,45,44493014000 ,0
2007,250 ,2007.9.15,5,"1,994,726,280",17,"97,780,700","1,051","1,581,610","51,328","64,771","887,737","5,000",19,23,30,37,43,45,38,42122808000 ,0
2007,249 ,2007.9.8,6,"1,663,568,700",29,"57,364,438","1,169","1,423,070","56,034","59,378","926,776","5,000",3,8,27,31,41,44,11,42539134000 ,0
2007,248 ,2007.9.1,8,"1,227,479,363",23,"71,158,224","1,155","1,417,004","58,847","55,624","961,562","5,000",3,8,17,23,38,45,13,42348403000 ,0
2007,247 ,2007.8.25,6,"1,669,313,900",29,"57,562,549","1,019","1,638,189","52,284","63,856","884,542","5,000",12,15,28,36,39,40,13,42231698000 ,0
2007,246 ,2007.8.18,5,"1,911,774,240",26,"61,274,816","1,294","1,231,179","59,600","53,462","959,025","5,000",13,18,21,23,26,39,15,41453154000 ,0
2007,245 ,2007.8.11,7,"1,382,583,129",35,"46,086,105","1,092","1,477,119","57,445","56,159","959,435","5,000",9,11,27,31,32,38,22,41854623000 ,0
2007,244 ,2007.8.4,1,"9,121,583,100",25,"60,810,554","1,096","1,387,103","54,930","55,353","900,577","5,000",13,16,25,36,37,38,19,39411047000 ,0
2007,243 ,2007.7.28,4,"2,408,850,000",29,"55,375,863","1,089","1,474,656","54,055","59,418","918,683","5,000",2,12,17,19,28,42,34,41304830000 ,0
2007,242 ,2007.7.21,8,"1,234,542,375",36,"45,723,792","1,245","1,322,134","60,644","54,286","975,863","5,000",4,19,20,21,32,34,43,42679760000 ,0
2007,241 ,2007.7.14,4,"2,552,016,300",34,"50,039,536",967,"1,759,405","53,783","63,267","922,001","5,000",2,16,24,27,28,35,21,43246894000 ,0
2007,240 ,2007.7.7,2,"5,098,251,450",28,"60,693,470","1,084","1,567,728","57,376","59,238","961,510","5,000",6,10,16,40,41,43,21,43603443000 ,0
2007,239 ,2007.6.30,9,"1,134,140,167",29,"58,662,423","1,083","1,570,832","55,850","60,921","927,236","5,000",11,15,24,39,41,44,7,43296565000 ,0
2007,238 ,2007.6.23,9,"1,121,660,567",29,"58,016,926","1,066","1,578,322","54,591","61,640","930,266","5,000",2,4,15,28,31,34,35,42952477000 ,0
2007,237 ,2007.6.16,7,"1,440,630,729",39,"43,095,792","1,098","1,530,725","57,338","58,626","974,357","5,000",1,11,17,21,24,44,33,43358287000 ,0
2007,236 ,2007.6.9,2,"5,030,040,150",41,"40,894,636","1,046","1,602,945","54,480","61,553","940,827","5,000",1,4,8,13,37,39,7,42941871000 ,0
2007,235 ,2007.6.2,3,"3,433,330,100",29,"59,195,347","1,178","1,457,271","59,548","57,657","901,409","5,000",21,22,26,27,31,37,8,43347391000 ,0
2007,234 ,2007.5.26,4,"2,519,743,875",23,"73,036,055","1,049","1,601,363","54,926","61,167","921,750","5,000",13,21,22,24,26,37,4,42814085000 ,0
2007,233 ,2007.5.19,10,"999,153,750",26,"64,048,318","1,274","1,307,109","62,535","53,259","1,021,168","5,000",4,6,13,17,28,40,39,43516805000 ,0
2007,232 ,2007.5.12,9,"1,110,918,400",18,"92,576,534","1,268","1,314,178","65,000","51,274","1,023,708","5,000",8,9,10,12,24,44,35,43564632000 ,0
2007,231 ,2007.5.5,9,"1,088,365,900",19,"85,923,624","1,267","1,288,516","59,311","55,051","970,465","5,000",5,10,19,31,44,45,27,42355627000 ,0
2007,230 ,2007.4.28,8,"1,292,929,163",25,"68,956,222","1,037","1,662,397","56,346","61,190","971,324","5,000",5,11,14,29,32,33,12,44191351000 ,0
2007,229 ,2007.4.21,7,"1,451,441,100",27,"62,716,591","1,312","1,290,662","67,524","50,156","1,089,603","5,000",4,5,9,11,23,38,35,44762989000 ,0
2007,228 ,2007.4.14,9,"1,146,700,334",39,"44,103,859","1,338","1,285,539","66,002","52,122","1,036,309","5,000",17,25,35,36,39,44,23,44764100000 ,0
2007,227 ,2007.4.7,2,"5,253,542,400",24,"72,965,867","1,103","1,587,653","56,663","61,811","942,116","5,000",4,5,15,16,22,42,2,44444776000 ,0
2007,226 ,2007.3.31,6,"1,744,100,150",38,"45,897,373","1,305","1,336,476","64,076","54,439","1,026,364","5,000",2,6,8,14,21,22,34,45145643000 ,0
2007,225 ,2007.3.24,6,"1,777,201,800",41,"43,346,386","1,287","1,380,888","65,281","54,448","1,080,798","5,000",5,11,13,19,31,36,7,46352016000 ,0
2007,224 ,2007.3.17,6,"1,808,969,950",26,"69,575,768","1,158","1,562,151","60,549","59,753","1,025,571","5,000",4,19,26,27,30,42,7,46435109000 ,0
2007,223 ,2007.3.10,7,"1,498,170,600",39,"44,817,070","1,416","1,234,369","67,509","51,782","1,107,956","5,000",1,3,18,20,26,27,38,46036874000 ,0
2007,222 ,2007.3.3,5,"2,275,193,820",33,"57,454,390","1,105","1,715,833","57,093","66,418","981,530","5,000",5,7,28,29,39,43,44,47735197000 ,0
2007,221 ,2007.2.24,6,"1,800,104,250",44,"40,911,461","1,608","1,119,468","75,459","47,711","1,167,205","5,000",2,20,33,35,37,40,10,47674135000 ,0
2007,220 ,2007.2.17,6,"1,958,094,950",28,"69,931,963","1,317","1,486,785","67,271","58,216","1,122,150","5,000",5,11,19,21,34,43,31,50383399000 ,0
2007,219 ,2007.2.10,9,"1,208,409,167",41,"44,210,092","1,292","1,402,952","63,889","56,743","1,065,147","5,000",4,11,20,26,35,37,16,46903745000 ,0
2007,218 ,2007.2.3,4,"2,779,075,800",26,"71,258,354","1,203","1,540,081","60,492","61,255","996,397","5,000",1,8,14,18,29,44,20,47018314000 ,0
2007,217 ,2007.1.27,7,"1,611,246,172",29,"64,820,249","1,206","1,558,696","64,156","58,601","1,066,490","5,000",16,20,27,33,35,39,38,48260644000 ,0
2007,216 ,2007.1.20,13,"848,506,108",63,"29,181,427","2,612","703,840","79,174","46,441","1,157,342","5,000",7,16,17,33,36,40,1,48342018000 ,0
2007,215 ,2007.1.13,7,"1,587,689,615",32,"57,884,518","1,248","1,484,219","65,898","56,218","1,062,967","5,000",2,3,7,15,43,44,4,47675761000 ,0
2007,214 ,2007.1.6,8,"1,406,980,875",36,"52,110,403","1,433","1,309,124","70,219","53,433","1,167,625","5,000",5,7,20,25,28,37,32,49195740000 ,0
2006,213 ,2006.12.30,8,"1,376,678,025",33,"55,623,355","1,977","928,463","95,451","38,462","1,203,368","5,000",2,3,4,5,20,24,42,48745094000 ,0
